date,title,link
20191231 20:48:46,十个走势极好的年K线图（可收藏！）,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247485090&idx=1&sn=6a0b3918457248bef43d8ec4adcb4af2&chksm=f90898e7ce7f11f17de3cd54c8837c779e1aebba3688a763a3707558b02d35be0e4d9512b8fa#rd
20191230 20:24:13,春节前的正确姿势,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247485084&idx=1&sn=2a45f54bb19e46bb3920815a57345157&chksm=f90898d9ce7f11cf08f1b4d805e88d2bd982a44b8ab5da290b12062ed4f6a0f519c52bf046ed#rd
20191226 20:31:29,如何买入低位启动的票,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247485056&idx=1&sn=f3f2a3067c51d067be44f56950aa8cf4&chksm=f90898c5ce7f11d3d4c6d13b2fc86fa82c3b7af0c9cac1a2c213ae67030116e7043be681a5e5#rd
20191225 19:35:35,不要过于激进，小心二次回踩,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247485051&idx=1&sn=b9a7dee778e27ad9c89f296ce757357e&chksm=f908983ece7f112856d751a23e192155f879b79e74986d7282294efceae8c2115ed2ef7510f4#rd
20191223 20:14:35,正常的技术回调,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247485046&idx=1&sn=bed18871e60da5eeb1dca0ef91d76c2c&chksm=f9089833ce7f11254484d2358a481441ebd660a6a425598e04d43d5cc42fb7b1c417cff9acfb#rd
20191219 20:24:32,不要只盯着高位的票,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247485037&idx=1&sn=fa2211205b6f801918cba2915bbf6db7&chksm=f9089828ce7f113e68a09361a0291f0e5dd98e3e507d9f589e81ebdb5001cbe8492032013063#rd
20191217 22:12:47,明日会调整震荡，但不改中期趋势,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247485027&idx=1&sn=62f629299e97db8e1282d0e46373f3d1&chksm=f9089826ce7f11303d893f121f89b3d4c28692f0e785b5d555410508d1dff72395166baa0a39#rd
20191216 18:30:59,美丽的绿色石头—孔雀石,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247485021&idx=1&sn=69c133923236cc4cf58a82e53a8c90ee&chksm=f9089818ce7f110e7e3fe1bef96710a9223b1b7eaa20165ee16340e0e22ffd9c66ac04636fa5#rd
20191214 10:52:57,周一再冲高怎么办,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247485011&idx=1&sn=34242a3fc21d5953fb4daa3e188d9a3a&chksm=f9089816ce7f1100ae1ffe228152273d4168707b557a5da1f3b56b135bd348129b71fcf285e0#rd
20191213 12:18:22,走势已经给你了,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247485006&idx=1&sn=d2148659e0cb5b4348c0bc5502d4a901&chksm=f908980bce7f111dcbd745a2dae8dbaed74a8cb1b6496d89d0df4a3106a4b51d1ad3e6d9d486#rd
20191211 19:39:32,好悬,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247485004&idx=1&sn=815a1de4406b1d509d5fa18b68847fbf&chksm=f9089809ce7f111fb443cb8b9c6805aeaf5e3007336d8e9557c7b156f305550c184786aef3e0#rd
20191210 15:59:55,如何读懂我的文章,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247484999&idx=1&sn=beb00e456c3fc79cfb856576807cac42&chksm=f9089802ce7f11140f8dcc17eccdf9dbb3ea0b6eb7049ebd212550ed4062d0c6704d02a8c45e#rd
20191209 19:51:24,九大烂股第一天，涨幅1.3%,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247484994&idx=1&sn=ee58953be2e2bd452df11a1545c2b46d&chksm=f9089807ce7f11115f4027ab2cd749232b09240e2705aef9230513a0d77112d8990e2409e46f#rd
20191208 14:34:51,编一个九大烂股指数,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247484987&idx=1&sn=8378834b8907a240c6a260a8e1373489&chksm=f908987ece7f116897c2e7ed68afeb8cb5d3de4156bc18e22a5828e85d014ac3c2f7f97b0c18#rd
20191207 16:12:54,我的11月起始的九大烂股,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247484979&idx=1&sn=dd49463ed21e9e7d7d4a829f4b2003a6&chksm=f9089876ce7f1160401693d2246196530ee2f657ba18b90d81dc4401e670495c043193fc0935#rd
20191205 22:34:29,请注意下周的走势，它决定了是不是行情启动,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247484971&idx=1&sn=aeda2400cb89aad62cd24292736be097&chksm=f908986ece7f117835e4d7e26db0d0482a88058aa0de2630cdb1dcfe12d0bab4799625fc30a9#rd
20191202 21:51:17,明日午后，可能会有一波像样的反弹,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247484960&idx=1&sn=ddf54f25b08855226f8e40f4ea33d074&chksm=f9089865ce7f11733fc13addff6b1f1fcc1314a41a6d95dca47aee7b9000b95e022abe8452b0#rd
20191201 15:04:12,用公开的选股公式选出的股票,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247484945&idx=1&sn=ac4e35dff0f1b13f9624df43afa3316e&chksm=f9089854ce7f11426ff59cbe46e74521268c4a845ec04c909552c07e184836eaab345334c249#rd
20191129 21:36:33,打开你的账户，空空荡荡,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247484936&idx=1&sn=3ad73ae05a2cde5f8ae5b3c59418e090&chksm=f908984dce7f115bb037a7c4bd3b2441489bb84cdfbaf76290f8d790692f8d832776b2c51909#rd
20191127 22:45:21,如何用通达信软件自编指数,http://mp.weixin.qq.com/s?__biz=MzUwOTk4NzYyNg==&mid=2247484927&idx=1&sn=a2cfa77e2c4a6b98b7497837d07cfbe5&chksm=f9089bbace7f12ace3d1f62ec83be472b67b222e709a8a2b8755eed7c19fc8c749e356944c66#rd
