id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,时间
4994107049513265	,NDu9yDUPL,"发布了头条文章：《疯。利弗莫尔：1.25复盘记录》  
疯。利弗莫尔：1.25复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404994107050164446'],,,,2024-01-25T16:29:29,微博 weibo.com,29,5,1,,,2024-01-25 16:29:29
4993867448844543	,NDnV6B6RV,"发布了头条文章：《思考——静心观市240124》  
思考——静心观市240124
 ",['https://weibo.com/ttarticle/p/show?id=2309404993867446354042'],,,,2024-01-25T00:37:23,微博 weibo.com,4,0,0,,,2024-01-25 00:37:23
4994454651668365	,NDDcd7017,"发布了头条文章：《合理。利弗莫尔：1.26复盘记录》  
合理。利弗莫尔：1.26复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404994454653370462'],,,,2024-01-26T15:30:44,微博 weibo.com,12,4,0,,,2024-01-26 15:30:44
4995268384392598	,NDYmGiqIm,"发布了头条文章：《市场——静心观市240128》  
市场——静心观市240128
 ",['https://weibo.com/ttarticle/p/show?id=2309404995268381901380'],,,,2024-01-28T21:24:12,微博 weibo.com,5,0,0,,,2024-01-28 21:24:12
4996684820257244	,NEzdg14V6,"发布了头条文章：《如何拉升——静心观市240201》  
如何拉升——静心观市240201
 ",['https://weibo.com/ttarticle/p/show?id=2309404996684823265490'],,,,2024-02-01T19:12:38,微博 weibo.com,2,0,0,,,2024-02-01 19:12:38
4996636275379660	,NExWXmzuI,"发布了头条文章：《二月。利弗莫尔：2.1复盘记录》  
二月。利弗莫尔：2.1复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404996636278653116'],,,,2024-02-01T15:59:44,微博 weibo.com,16,5,0,,,2024-02-01 15:59:44
4996262385156573	,NEodUlDsx,"发布了头条文章：《不尽人意。利弗莫尔：1.31复盘记录》  
不尽人意。利弗莫尔：1.31复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404996262381617241'],,,,2024-01-31T15:14:00,微博 weibo.com,19,5,0,,,2024-01-31 15:14:00
4996007233062799	,NEhAncQLZ,"发布了头条文章：《相比——静心观市240130》  
相比——静心观市240130
 ",['https://weibo.com/ttarticle/p/show?id=2309404996007229260031'],,,,2024-01-30T22:20:08,微博 weibo.com,1,0,0,,,2024-01-30 22:20:08
4995905690276662	,NEeWB19Yi,"发布了头条文章：《这是什么行情。利弗莫尔：1.30复盘记录》  
这是什么行情。利弗莫尔：1.30复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404995905693548656'],,,,2024-01-30T15:36:39,微博 weibo.com,26,8,0,,,2024-01-30 15:36:39
4995624365726163	,NE7CQo1Dt,"发布了头条文章：《差——静心观市240129》  
差——静心观市240129
 ",['https://weibo.com/ttarticle/p/show?id=2309404995624369258569'],,,,2024-01-29T20:58:46,微博 weibo.com,5,0,0,,,2024-01-29 20:58:46
4995545703386454	,NE5zYecYe,"发布了头条文章：《难。利弗莫尔：1.29复盘记录》  
难。利弗莫尔：1.29复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404995545705087210'],,,,2024-01-29T15:46:11,微博 weibo.com,20,8,0,,,2024-01-29 15:46:11
4996981603438252	,NEGVWeqrG,"发布了头条文章：《坚持。利弗莫尔：2.2复盘记录》  
坚持。利弗莫尔：2.2复盘记录
 ",['https://weibo.com/ttarticle/p/show?id=2309404996981604089918'],,,,2024-02-02T14:51:56,微博 weibo.com,25,4,1,,,2024-02-02 14:51:56
